archive,measures,problem,RI
UEA_downsampled,PAM_TWE_D,FaceDetection,0.4997642933514677
UEA_downsampled,PAM_TWE_D,InsectWingbeat,0.5439679679679681
UEA_downsampled,PAM_TWE_I,ArticularyWordRecognition,0.9889895470383274
UEA_downsampled,PAM_TWE_I,AtrialFibrillation,0.3586206896551723
UEA_downsampled,PAM_TWE_I,BasicMotions,0.9876582278481012
UEA_downsampled,PAM_TWE_I,CharacterTrajectories,0.9749088611593744
UEA_downsampled,PAM_TWE_I,Cricket,0.9764059590316572
UEA_downsampled,PAM_TWE_I,DuckDuckGeese,0.3644444444444444
UEA_downsampled,PAM_TWE_I,Epilepsy,0.7345189117451891
UEA_downsampled,PAM_TWE_I,EthanolConcentration,0.6221228088100068
UEA_downsampled,PAM_TWE_I,ERing,0.9565440356744704
UEA_downsampled,PAM_TWE_I,FingerMovements,0.4999536607970343
UEA_downsampled,PAM_TWE_I,HandMovementDirection,0.4713693554895271
UEA_downsampled,PAM_TWE_I,Handwriting,0.9272898975181636
UEA_downsampled,PAM_TWE_I,Heartbeat,0.5736876168560334
UEA_downsampled,PAM_TWE_I,JapaneseVowels,0.851056338028169
UEA_downsampled,PAM_TWE_I,Libras,0.9071463943051686
UEA_downsampled,PAM_TWE_I,LSST,0.2067042218645536
UEA_downsampled,PAM_TWE_I,MotorImagery,0.4990709163122956
UEA_downsampled,PAM_TWE_I,NATOPS,0.8638641287527081
UEA_downsampled,PAM_TWE_I,PenDigits,0.8829301075268816
UEA_downsampled,PAM_TWE_I,PEMS-SF,0.7811141022986126
UEA_downsampled,PAM_TWE_I,PhonemeSpectra,0.9144595274007038
UEA_downsampled,PAM_TWE_I,RacketSports,0.6511048455838961
UEA_downsampled,PAM_TWE_I,SelfRegulationSCP1,0.6433027756557168
UEA_downsampled,PAM_TWE_I,SelfRegulationSCP2,0.5022358005832522
UEA_downsampled,PAM_TWE_I,SpokenArabicDigits,0.9113360120441484
UEA_downsampled,PAM_TWE_I,StandWalkJump,0.6410256410256412
UEA_downsampled,PAM_TWE_I,UWaveGestureLibrary,0.8955477324497826
UEA_downsampled,PAM_TWE_I,EigenWorms,0.647032414474275
UEA_downsampled,PAM_TWE_I,FaceDetection,0.5004262779813882
UEA_downsampled,PAM_TWE_I,InsectWingbeat,0.6225585585585585
